"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","previous","poutcome","empvarrate","conspriceidx","consconfidx","euribor3m","nremployed","y"
31,"technician","single","university.degree","no","no","no","telephone","jun","tue",91,2,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
51,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","mon",227,4,0,"nonexistent",1.4,93.917999,-42.700001,4.96,5228.1001,"no"
32,"technician","single","university.degree","no","no","no","cellular","aug","wed",132,2,0,"nonexistent",1.4,93.444,-36.099998,4.9640002,5228.1001,"no"
30,"student","single","high.school","no","no","no","cellular","aug","thu",200,1,1,"failure",-1.7,94.027,-38.299999,0.90399998,4991.6001,"no"
52,"technician","divorced","professional.course","unknown","yes","no","telephone","jun","mon",56,8,0,"nonexistent",1.4,94.464996,-41.799999,4.8649998,5228.1001,"no"
48,"admin.","divorced","high.school","unknown","yes","yes","cellular","may","mon",466,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.299,5099.1001,"yes"
27,"technician","single","high.school","no","yes","no","cellular","jul","mon",407,11,0,"nonexistent",1.4,93.917999,-42.700001,4.96,5228.1001,"no"
43,"admin.","married","professional.course","no","yes","no","telephone","jun","thu",193,2,0,"nonexistent",1.4,94.464996,-41.799999,4.8660002,5228.1001,"no"
32,"blue-collar","divorced","basic.4y","no","no","no","telephone","may","tue",537,9,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
31,"blue-collar","single","high.school","no","no","no","cellular","nov","wed",145,1,0,"nonexistent",-0.1,93.199997,-42,4.1199999,5195.7998,"no"
24,"blue-collar","married","basic.9y","no","no","no","cellular","jul","wed",255,2,0,"nonexistent",1.4,93.917999,-42.700001,4.9569998,5228.1001,"no"
40,"services","single","high.school","no","yes","no","cellular","may","tue",143,4,0,"nonexistent",-1.8,92.892998,-46.200001,1.291,5099.1001,"no"
35,"technician","divorced","basic.4y","no","yes","no","cellular","nov","tue",514,1,4,"success",-1.1,94.766998,-50.799999,1.035,4963.6001,"yes"
51,"retired","married","basic.4y","unknown","yes","yes","telephone","may","tue",394,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
49,"services","married","high.school","no","no","no","telephone","may","wed",105,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
35,"admin.","single","high.school","no","yes","no","telephone","may","mon",355,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
40,"technician","married","professional.course","no","yes","no","cellular","aug","thu",156,3,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
33,"technician","single","university.degree","no","yes","no","cellular","aug","tue",181,1,0,"nonexistent",1.4,93.444,-36.099998,4.9660001,5228.1001,"no"
33,"blue-collar","married","professional.course","no","no","no","cellular","may","thu",119,2,1,"failure",-1.8,92.892998,-46.200001,1.266,5099.1001,"no"
26,"technician","single","professional.course","no","no","no","cellular","jul","thu",588,3,2,"failure",-1.7,94.214996,-40.299999,0.89899999,4991.6001,"yes"
59,"management","married","basic.4y","no","no","no","cellular","may","mon",455,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.244,5099.1001,"no"
36,"admin.","married","university.degree","no","no","no","cellular","aug","wed",155,2,0,"nonexistent",1.4,93.444,-36.099998,4.9640002,5228.1001,"no"
41,"technician","single","professional.course","no","yes","no","cellular","mar","mon",101,1,0,"nonexistent",-1.8,92.843002,-50,1.7029999,5099.1001,"no"
43,"technician","married","professional.course","no","no","no","cellular","may","thu",460,1,1,"failure",-1.8,93.875999,-40,0.699,5008.7002,"yes"
24,"student","single","high.school","unknown","no","no","telephone","may","wed",246,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8590002,5191,"no"
43,"management","married","university.degree","no","no","yes","cellular","nov","wed",73,2,1,"failure",-0.1,93.199997,-42,4.1199999,5195.7998,"no"
47,"admin.","married","university.degree","no","yes","yes","cellular","jul","wed",129,3,2,"failure",-1.7,94.214996,-40.299999,0.89600003,4991.6001,"no"
29,"admin.","married","university.degree","unknown","yes","no","telephone","may","tue",379,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
29,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",304,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8579998,5191,"no"
38,"admin.","married","university.degree","no","yes","no","cellular","oct","wed",828,1,1,"failure",-3.4000001,92.431,-26.9,0.73500001,5017.5,"yes"
36,"admin.","single","university.degree","no","no","no","cellular","aug","wed",82,1,0,"nonexistent",-2.9000001,92.200996,-31.4,0.87900001,5076.2002,"no"
58,"admin.","divorced","university.degree","unknown","no","no","cellular","aug","mon",129,2,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"no"
24,"services","single","high.school","no","no","no","cellular","may","fri",145,4,1,"failure",-1.8,92.892998,-46.200001,1.25,5099.1001,"no"
45,"admin.","married","high.school","unknown","no","yes","cellular","may","tue",908,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.291,5099.1001,"no"
32,"management","single","university.degree","no","yes","yes","cellular","nov","fri",92,2,1,"failure",-3.4000001,92.649002,-30.1,0.71799999,5017.5,"no"
52,"technician","married","professional.course","no","no","no","cellular","aug","thu",126,6,0,"nonexistent",-2.9000001,92.200996,-31.4,0.88300002,5076.2002,"no"
20,"services","single","unknown","no","no","no","cellular","mar","mon",150,3,3,"success",-1.8,93.369003,-34.799999,0.63499999,5008.7002,"no"
34,"admin.","single","basic.9y","unknown","no","no","telephone","may","mon",453,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
38,"management","married","professional.course","no","yes","yes","cellular","nov","thu",94,2,0,"nonexistent",-0.1,93.199997,-42,4.0760002,5195.7998,"no"
46,"admin.","married","high.school","no","no","no","telephone","jun","thu",428,1,0,"nonexistent",1.4,94.464996,-41.799999,4.8660002,5228.1001,"no"
46,"entrepreneur","married","high.school","no","no","no","cellular","may","tue",366,1,1,"success",-1.8,92.892998,-46.200001,1.291,5099.1001,"no"
23,"admin.","single","professional.course","no","no","no","cellular","jul","wed",115,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
52,"blue-collar","married","basic.9y","unknown","no","no","cellular","jul","thu",393,3,0,"nonexistent",1.4,93.917999,-42.700001,4.9679999,5228.1001,"no"
48,"technician","married","high.school","no","yes","no","cellular","aug","thu",102,3,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
38,"technician","single","professional.course","no","yes","no","cellular","aug","fri",87,1,0,"nonexistent",1.4,93.444,-36.099998,4.9660001,5228.1001,"no"
36,"blue-collar","single","high.school","no","no","no","cellular","jul","thu",288,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9679999,5228.1001,"no"
41,"blue-collar","married","unknown","unknown","no","no","cellular","jul","wed",516,4,0,"nonexistent",1.4,93.917999,-42.700001,4.9569998,5228.1001,"no"
33,"housemaid","married","basic.9y","unknown","yes","no","cellular","may","tue",145,1,1,"failure",-1.8,92.892998,-46.200001,1.344,5099.1001,"no"
40,"technician","married","professional.course","no","yes","no","telephone","jun","mon",217,1,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
59,"retired","divorced","professional.course","no","no","no","telephone","jun","tue",8,1,1,"failure",-1.7,94.055,-39.799999,0.70200002,4991.6001,"no"
30,"management","married","university.degree","no","yes","no","telephone","mar","mon",213,7,0,"nonexistent",-1.8,92.843002,-50,1.811,5099.1001,"no"
38,"technician","divorced","basic.9y","no","no","no","telephone","may","wed",221,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
42,"admin.","married","university.degree","no","no","no","cellular","jul","fri",591,3,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
58,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","wed",771,1,1,"success",-1.7,94.027,-38.299999,0.89999998,4991.6001,"yes"
42,"technician","single","high.school","unknown","yes","no","telephone","may","wed",617,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
38,"technician","married","professional.course","no","yes","no","cellular","jul","mon",185,1,0,"nonexistent",1.4,93.917999,-42.700001,4.96,5228.1001,"no"
31,"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",253,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
39,"technician","married","university.degree","no","no","no","cellular","aug","mon",101,5,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"no"
34,"blue-collar","married","basic.4y","no","yes","no","cellular","jun","mon",75,2,0,"nonexistent",-2.9000001,92.962997,-40.799999,1.26,5076.2002,"no"
34,"services","divorced","basic.6y","unknown","no","no","cellular","may","wed",79,3,0,"nonexistent",-1.8,92.892998,-46.200001,1.281,5099.1001,"no"
32,"blue-collar","single","basic.9y","no","yes","no","cellular","may","tue",340,2,1,"failure",-1.8,92.892998,-46.200001,1.291,5099.1001,"no"
42,"admin.","married","university.degree","no","no","no","cellular","jul","wed",73,2,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
41,"management","married","high.school","no","no","yes","telephone","may","tue",129,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
29,"technician","single","university.degree","no","yes","no","cellular","dec","mon",264,2,0,"nonexistent",-3,92.712997,-33,0.70899999,5023.5,"yes"
32,"technician","single","professional.course","no","yes","no","cellular","apr","mon",54,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.405,5099.1001,"no"
38,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","thu",129,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
25,"blue-collar","single","basic.9y","no","no","no","cellular","may","fri",170,2,0,"nonexistent",-1.8,92.892998,-46.200001,1.25,5099.1001,"no"
44,"management","married","university.degree","no","no","yes","cellular","sep","wed",127,1,2,"failure",-1.1,94.198997,-37.5,0.88,4963.6001,"no"
46,"admin.","married","unknown","unknown","yes","no","telephone","may","thu",352,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8600001,5191,"no"
40,"admin.","married","high.school","no","yes","no","telephone","jun","tue",406,3,0,"nonexistent",1.4,94.464996,-41.799999,4.8639998,5228.1001,"no"
37,"admin.","married","university.degree","no","unknown","unknown","cellular","jun","fri",602,1,1,"success",-1.7,94.055,-39.799999,0.71899998,4991.6001,"yes"
43,"admin.","single","high.school","no","yes","no","cellular","sep","fri",212,1,0,"nonexistent",-3.4000001,92.378998,-29.799999,0.773,5017.5,"yes"
29,"technician","married","professional.course","no","no","no","cellular","mar","thu",186,1,0,"nonexistent",-1.8,92.843002,-50,1.65,5099.1001,"yes"
56,"services","married","basic.4y","unknown","yes","yes","cellular","nov","fri",119,1,1,"failure",-0.1,93.199997,-42,4.0209999,5195.7998,"no"
39,"housemaid","married","university.degree","no","no","no","telephone","may","wed",174,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8579998,5191,"no"
59,"retired","divorced","high.school","unknown","no","no","cellular","may","thu",97,2,1,"failure",-1.8,92.892998,-46.200001,1.327,5099.1001,"no"
32,"entrepreneur","married","unknown","no","no","no","cellular","aug","mon",352,2,2,"failure",-2.9000001,92.200996,-31.4,0.884,5076.2002,"no"
38,"blue-collar","married","basic.9y","no","yes","yes","cellular","nov","fri",186,2,0,"nonexistent",-0.1,93.199997,-42,4.0209999,5195.7998,"no"
26,"admin.","single","basic.9y","unknown","yes","yes","cellular","may","thu",161,2,0,"nonexistent",-1.8,92.892998,-46.200001,1.327,5099.1001,"no"
24,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",342,3,0,"nonexistent",-1.8,93.074997,-47.099998,1.365,5099.1001,"yes"
38,"admin.","single","high.school","no","yes","no","cellular","apr","thu",882,1,1,"success",-1.8,93.749001,-34.599998,0.65899998,5008.7002,"yes"
56,"admin.","married","university.degree","no","yes","yes","cellular","jul","fri",374,2,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
23,"blue-collar","married","high.school","no","no","yes","telephone","jun","thu",173,3,0,"nonexistent",1.4,94.464996,-41.799999,4.8660002,5228.1001,"no"
42,"unemployed","married","high.school","unknown","no","no","telephone","jun","fri",89,1,0,"nonexistent",1.4,94.464996,-41.799999,4.9590001,5228.1001,"no"
25,"admin.","single","high.school","unknown","no","no","cellular","jul","mon",252,1,0,"nonexistent",1.4,93.917999,-42.700001,4.96,5228.1001,"no"
31,"services","single","high.school","no","no","yes","cellular","jul","thu",9,17,0,"nonexistent",1.4,93.917999,-42.700001,4.9679999,5228.1001,"no"
60,"retired","divorced","basic.4y","no","no","no","cellular","apr","tue",465,4,0,"nonexistent",-1.8,93.074997,-47.099998,1.4529999,5099.1001,"yes"
34,"admin.","married","high.school","no","yes","no","cellular","jun","wed",161,1,1,"success",-1.7,94.055,-39.799999,0.704,4991.6001,"no"
46,"services","divorced","high.school","no","no","no","cellular","may","mon",222,3,0,"nonexistent",-1.8,92.892998,-46.200001,1.299,5099.1001,"no"
47,"management","married","basic.4y","no","yes","no","cellular","jul","mon",130,3,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
35,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","mon",181,1,0,"nonexistent",1.4,93.917999,-42.700001,4.96,5228.1001,"no"
35,"blue-collar","divorced","basic.9y","no","yes","no","cellular","jul","tue",357,4,0,"nonexistent",1.4,93.917999,-42.700001,4.961,5228.1001,"no"
58,"retired","married","university.degree","no","unknown","unknown","cellular","apr","wed",624,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.4450001,5099.1001,"yes"
44,"blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","thu",101,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
57,"retired","married","basic.4y","no","yes","yes","cellular","jun","tue",162,3,0,"nonexistent",-2.9000001,92.962997,-40.799999,1.252,5076.2002,"yes"
44,"services","married","professional.course","no","no","no","cellular","aug","mon",90,1,0,"nonexistent",1.4,93.444,-36.099998,4.9699998,5228.1001,"no"
35,"admin.","married","university.degree","no","no","no","telephone","jun","fri",230,2,0,"nonexistent",1.4,94.464996,-41.799999,4.967,5228.1001,"no"
52,"technician","married","professional.course","no","yes","yes","cellular","sep","mon",211,1,1,"failure",-3.4000001,92.378998,-29.799999,0.79699999,5017.5,"yes"
59,"admin.","divorced","university.degree","no","no","no","cellular","may","fri",58,1,1,"failure",-1.8,92.892998,-46.200001,1.25,5099.1001,"no"
28,"blue-collar","married","basic.9y","unknown","no","yes","telephone","jun","fri",17,5,0,"nonexistent",1.4,94.464996,-41.799999,4.9590001,5228.1001,"no"
38,"management","married","university.degree","no","yes","no","cellular","nov","wed",122,2,0,"nonexistent",-0.1,93.199997,-42,4.1199999,5195.7998,"no"
36,"services","divorced","professional.course","no","yes","no","telephone","jul","tue",261,12,0,"nonexistent",1.4,93.917999,-42.700001,4.961,5228.1001,"no"
39,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",183,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8590002,5191,"no"
26,"blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",1106,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.266,5099.1001,"no"
49,"entrepreneur","married","university.degree","no","no","no","telephone","may","fri",110,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
41,"admin.","married","university.degree","no","no","no","cellular","aug","fri",106,3,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
31,"blue-collar","divorced","unknown","no","yes","no","cellular","jul","fri",320,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9569998,5228.1001,"no"
32,"technician","married","professional.course","no","no","no","cellular","aug","mon",239,3,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"no"
59,"technician","divorced","basic.9y","no","yes","no","cellular","jul","wed",142,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
36,"technician","married","high.school","no","yes","no","telephone","nov","mon",206,1,0,"nonexistent",-0.1,93.199997,-42,4.191,5195.7998,"no"
46,"housemaid","married","high.school","no","yes","no","cellular","aug","fri",258,1,0,"nonexistent",-2.9000001,92.200996,-31.4,0.88099998,5076.2002,"no"
56,"retired","married","basic.4y","no","no","no","telephone","jun","tue",394,3,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
36,"admin.","married","high.school","no","yes","no","telephone","jun","fri",21,3,0,"nonexistent",1.4,94.464996,-41.799999,4.9590001,5228.1001,"no"
61,"management","married","professional.course","no","no","no","cellular","sep","tue",380,1,0,"nonexistent",-1.1,94.198997,-37.5,0.87699997,4963.6001,"no"
31,"services","married","high.school","no","yes","no","telephone","jun","wed",417,3,0,"nonexistent",1.4,94.464996,-41.799999,4.9619999,5228.1001,"no"
42,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",340,2,0,"nonexistent",-0.1,93.199997,-42,4.1199999,5195.7998,"no"
30,"technician","single","high.school","no","yes","no","cellular","aug","fri",90,1,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
31,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",239,2,0,"nonexistent",-0.1,93.199997,-42,4.0760002,5195.7998,"no"
38,"self-employed","divorced","basic.9y","no","yes","yes","cellular","jul","thu",119,3,0,"nonexistent",1.4,93.917999,-42.700001,4.9679999,5228.1001,"no"
34,"blue-collar","single","basic.9y","no","no","no","telephone","may","mon",84,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8579998,5191,"no"
52,"technician","married","high.school","no","yes","no","telephone","may","tue",106,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
29,"services","married","high.school","unknown","yes","no","cellular","nov","thu",441,4,0,"nonexistent",-0.1,93.199997,-42,4.0760002,5195.7998,"no"
38,"blue-collar","married","basic.9y","no","no","no","cellular","nov","tue",213,1,0,"nonexistent",-0.1,93.199997,-42,4.1529999,5195.7998,"no"
42,"management","divorced","unknown","no","yes","no","cellular","aug","wed",137,2,1,"success",-2.9000001,92.200996,-31.4,0.87900001,5076.2002,"yes"
31,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","wed",298,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
39,"blue-collar","divorced","basic.6y","unknown","no","no","telephone","may","fri",827,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8590002,5191,"no"
32,"admin.","divorced","high.school","no","no","no","cellular","nov","tue",115,1,1,"failure",-0.1,93.199997,-42,4.1529999,5195.7998,"no"
44,"management","single","university.degree","unknown","no","no","telephone","jun","fri",215,1,0,"nonexistent",1.4,94.464996,-41.799999,4.967,5228.1001,"no"
42,"admin.","single","university.degree","no","no","no","cellular","aug","tue",105,2,0,"nonexistent",1.4,93.444,-36.099998,4.9660001,5228.1001,"no"
31,"blue-collar","married","basic.9y","no","unknown","unknown","cellular","jul","fri",135,3,0,"nonexistent",1.4,93.917999,-42.700001,4.9590001,5228.1001,"no"
48,"technician","married","high.school","no","yes","no","cellular","aug","mon",711,1,0,"nonexistent",-2.9000001,92.200996,-31.4,0.861,5076.2002,"yes"
46,"technician","married","professional.course","no","no","no","cellular","apr","tue",279,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.423,5099.1001,"yes"
41,"technician","married","unknown","no","yes","yes","cellular","may","mon",963,1,2,"success",-1.8,92.892998,-46.200001,1.354,5099.1001,"yes"
40,"management","single","university.degree","no","no","no","cellular","nov","thu",549,1,0,"nonexistent",-0.1,93.199997,-42,4.0760002,5195.7998,"yes"
31,"entrepreneur","married","basic.6y","no","yes","yes","cellular","jul","mon",782,1,0,"nonexistent",1.4,93.917999,-42.700001,4.96,5228.1001,"yes"
33,"technician","single","university.degree","no","yes","no","telephone","jun","mon",42,1,0,"nonexistent",1.4,94.464996,-41.799999,4.8649998,5228.1001,"no"
50,"housemaid","married","basic.9y","no","yes","no","cellular","may","mon",126,2,1,"failure",-1.8,92.892998,-46.200001,1.244,5099.1001,"no"
45,"blue-collar","married","unknown","no","no","no","cellular","apr","thu",829,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.41,5099.1001,"no"
43,"blue-collar","married","basic.4y","no","no","no","telephone","may","thu",134,1,0,"nonexistent",1.1,93.994003,-36.400002,4.855,5191,"no"
36,"blue-collar","divorced","basic.6y","no","yes","no","cellular","may","wed",197,1,1,"failure",-1.8,92.892998,-46.200001,1.334,5099.1001,"no"
47,"management","married","high.school","no","unknown","unknown","cellular","apr","fri",234,1,1,"failure",-1.8,93.074997,-47.099998,1.405,5099.1001,"no"
40,"retired","married","professional.course","no","no","no","telephone","may","tue",140,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
42,"technician","divorced","basic.9y","no","yes","no","cellular","jul","mon",299,3,0,"nonexistent",1.4,93.917999,-42.700001,4.96,5228.1001,"no"
35,"technician","married","professional.course","no","yes","no","cellular","may","fri",226,5,0,"nonexistent",-1.8,92.892998,-46.200001,1.313,5099.1001,"no"
35,"admin.","single","high.school","no","no","no","cellular","jul","wed",86,3,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
40,"management","married","high.school","no","yes","yes","telephone","may","tue",265,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
55,"technician","married","basic.9y","no","no","no","cellular","nov","wed",1548,1,0,"nonexistent",-0.1,93.199997,-42,4.1199999,5195.7998,"no"
29,"technician","married","high.school","no","yes","no","cellular","jun","fri",365,3,0,"nonexistent",-2.9000001,92.962997,-40.799999,1.268,5076.2002,"yes"
33,"technician","married","professional.course","unknown","no","no","cellular","may","wed",167,3,1,"failure",-1.8,92.892998,-46.200001,1.334,5099.1001,"no"
53,"admin.","divorced","high.school","no","yes","no","cellular","aug","tue",159,2,1,"success",-2.9000001,92.200996,-31.4,0.838,5076.2002,"no"
36,"admin.","divorced","university.degree","no","yes","no","cellular","aug","tue",112,2,0,"nonexistent",1.4,93.444,-36.099998,4.9679999,5228.1001,"no"
31,"admin.","married","university.degree","no","no","no","cellular","jul","fri",143,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9569998,5228.1001,"no"
49,"unknown","married","unknown","no","no","yes","telephone","jun","thu",188,1,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
34,"management","married","university.degree","no","no","no","telephone","oct","wed",290,2,0,"nonexistent",-3.4000001,92.431,-26.9,0.74199998,5017.5,"yes"
58,"retired","married","university.degree","unknown","no","no","cellular","aug","thu",17,11,0,"nonexistent",1.4,93.444,-36.099998,4.9619999,5228.1001,"no"
29,"services","married","high.school","no","yes","no","cellular","jul","tue",78,4,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
39,"management","married","university.degree","no","yes","no","cellular","may","thu",141,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.327,5099.1001,"no"
33,"technician","married","professional.course","no","yes","no","cellular","aug","tue",452,1,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
36,"self-employed","married","basic.9y","no","yes","yes","cellular","may","tue",731,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.344,5099.1001,"yes"
27,"self-employed","married","university.degree","no","yes","no","cellular","may","mon",141,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.299,5099.1001,"no"
36,"blue-collar","single","basic.9y","unknown","no","no","telephone","may","fri",45,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8639998,5191,"no"
34,"services","single","basic.9y","no","yes","no","cellular","nov","fri",143,3,0,"nonexistent",-0.1,93.199997,-42,4.0209999,5195.7998,"no"
34,"management","married","high.school","no","no","no","cellular","jul","tue",419,7,0,"nonexistent",1.4,93.917999,-42.700001,4.961,5228.1001,"no"
44,"admin.","married","university.degree","unknown","yes","no","telephone","jun","wed",320,1,0,"nonexistent",1.4,94.464996,-41.799999,4.9590001,5228.1001,"no"
29,"services","divorced","high.school","no","no","no","cellular","may","mon",150,2,1,"failure",-1.8,92.892998,-46.200001,1.299,5099.1001,"no"
31,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",126,1,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
49,"blue-collar","divorced","basic.4y","no","no","no","cellular","aug","wed",96,3,0,"nonexistent",1.4,93.444,-36.099998,4.9640002,5228.1001,"no"
43,"admin.","single","university.degree","no","yes","no","telephone","nov","fri",43,1,0,"nonexistent",-0.1,93.199997,-42,4.0209999,5195.7998,"no"
34,"technician","single","high.school","no","no","no","telephone","jun","fri",236,7,0,"nonexistent",1.4,94.464996,-41.799999,4.967,5228.1001,"no"
43,"technician","divorced","basic.9y","no","no","yes","telephone","may","wed",143,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8590002,5191,"no"
54,"retired","married","high.school","no","no","no","cellular","aug","wed",543,4,0,"nonexistent",1.4,93.444,-36.099998,4.967,5228.1001,"no"
36,"admin.","married","university.degree","no","yes","yes","cellular","jul","wed",160,2,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
45,"blue-collar","single","basic.4y","unknown","yes","no","cellular","jul","tue",115,5,0,"nonexistent",1.4,93.917999,-42.700001,4.961,5228.1001,"no"
37,"admin.","married","high.school","no","no","no","telephone","may","tue",316,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
41,"technician","married","basic.9y","no","no","no","telephone","may","mon",180,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
39,"management","married","university.degree","no","yes","no","telephone","jun","fri",30,24,0,"nonexistent",1.4,94.464996,-41.799999,4.967,5228.1001,"no"
31,"services","married","high.school","unknown","yes","no","telephone","jun","tue",157,1,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
47,"blue-collar","married","basic.9y","unknown","yes","no","cellular","aug","tue",118,1,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
30,"admin.","single","university.degree","no","yes","no","cellular","may","mon",188,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.299,5099.1001,"no"
45,"services","married","professional.course","no","yes","no","cellular","jul","mon",19,23,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
32,"technician","single","professional.course","no","yes","yes","cellular","jul","thu",234,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9679999,5228.1001,"no"
32,"technician","single","high.school","no","yes","no","cellular","may","tue",1531,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.291,5099.1001,"yes"
48,"entrepreneur","married","basic.9y","no","yes","no","cellular","jul","wed",438,2,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
42,"blue-collar","married","basic.4y","no","no","no","telephone","may","tue",256,4,0,"nonexistent",-1.8,92.892998,-46.200001,1.291,5099.1001,"no"
27,"blue-collar","single","basic.9y","no","yes","no","telephone","jun","mon",209,12,0,"nonexistent",1.4,94.464996,-41.799999,4.96,5228.1001,"no"
40,"admin.","married","professional.course","unknown","no","no","telephone","jun","thu",168,1,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
54,"services","divorced","high.school","no","no","no","telephone","jun","mon",113,3,0,"nonexistent",1.4,94.464996,-41.799999,4.8649998,5228.1001,"no"
46,"services","divorced","professional.course","unknown","yes","no","telephone","jun","wed",292,2,0,"nonexistent",1.4,94.464996,-41.799999,4.9580002,5228.1001,"no"
40,"services","married","high.school","no","no","no","telephone","may","tue",70,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
